0.0000	141.7970	38.8772	0.0000	20.2084	0.0000	52.7501	93.4033	35.2238	57.0644	11.7114	53.4721	0.0000	0.0000	11.1155	12.8487	0.0000	14.6408	0.0000	12.9760	42.0339	0.0000	13.1715	0.0000	0.0000	12.1410	0.0000	13.4982	11.9866	0.0000	11.6496	0.0000	0.0000	0.0000	0.0000	11.9566	0.0000	0.0000	12.8913	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.5235	25.9199	23.7730	0.0000	0.0000	0.0000	0.0000	0.0000	12.4594	0.0000	0.0000	0.0000	17.2473	0.0000	17.2252	17.5991	0.0000	25.6582	25.9518	16.1025	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
141.7970	0.0000	144.7803	40.8568	26.3445	35.5692	32.9314	44.6409	28.7588	25.9697	23.7331	35.3353	8.1591	14.0551	15.4533	15.9557	16.1717	14.2687	20.2336	21.7044	15.5945	12.8033	15.6982	11.8103	13.3356	17.8125	18.5343	14.1549	16.7731	16.1383	16.2260	11.2692	4.4022	7.4184	4.6449	5.7916	3.3496	5.2149	9.8214	6.1577	8.3363	1.7564	4.1402	3.5079	3.7713	3.5728	6.0722	2.6518	1.1042	2.8784	4.8374	1.1020	1.9944	1.6194	1.1927	2.9381	2.2447	4.4689	1.5461	12.4060	7.9192	5.5972	6.3042	5.7835	4.7384	5.9795	5.0704	6.6052	4.1671	9.4721	4.2640	3.5775	6.0959	4.7811	5.5028	9.5126	6.0417	6.8860	6.1969	5.3660	9.9885	4.4530	12.9833	1.4691	3.2179	3.7018	9.1635	2.4944	0.0000
38.8772	144.7803	0.0000	145.3894	83.6456	74.5486	39.7206	16.5964	10.6637	9.7105	12.6342	11.3914	24.1090	12.2806	11.3779	13.1601	25.0854	22.4397	9.0762	5.8953	19.0931	11.0863	7.4659	5.8823	7.8980	2.7565	9.0762	6.8956	3.4012	2.3094	10.5936	25.7930	11.5685	13.7012	8.5302	7.4810	9.1661	8.5714	5.8600	7.9319	6.8408	4.3066	5.9283	5.0258	5.5489	10.7424	4.9986	2.1787	4.4830	5.5226	6.9750	2.7300	4.9162	3.3347	2.9436	8.4558	9.2693	5.5228	10.2110	9.3091	5.2039	2.6219	6.6252	4.7282	0.6411	3.4694	3.4486	1.5401	2.7165	3.5432	10.5003	4.9007	6.0247	9.7801	1.1334	4.8841	8.9777	9.4738	10.9305	5.1619	1.8268	12.2216	3.9889	8.4596	6.6182	3.0350	10.0325	2.0458	3.0814
0.0000	40.8568	145.3894	0.0000	276.9326	73.2271	35.3734	7.9713	3.7484	7.8057	11.7466	10.9488	14.6639	12.2815	9.1081	13.4146	13.7527	8.6603	9.9213	6.5003	9.5626	6.7983	4.8053	7.0960	5.2022	7.1939	7.8794	7.3828	4.9194	4.3298	9.0206	13.2792	9.2466	10.3439	8.3537	6.5205	9.5257	6.2787	9.9578	4.6147	8.2036	5.7484	4.7467	6.3209	5.9248	9.3723	7.9863	5.8045	7.2019	8.8243	9.5517	2.1781	9.1675	3.1949	3.1358	5.7923	5.9168	5.8799	7.1312	6.6835	4.1584	2.6212	5.3054	2.7043	3.0896	3.8994	3.8687	3.7021	2.7228	3.3950	1.3993	7.8334	13.6341	10.9629	10.8691	5.4667	4.7791	9.8290	5.2399	2.9428	1.4597	13.6722	4.2604	9.6575	6.3475	8.5090	4.0189	3.2742	0.0000
20.2084	26.3445	83.6456	276.9326	0.0000	228.5099	24.0974	6.8819	6.1929	4.1763	9.6233	9.4402	17.2031	17.5119	5.8977	16.7359	30.0608	14.6206	6.8306	4.5760	9.8839	4.0499	4.6188	6.8279	2.9601	2.1357	9.3977	5.5409	4.9173	5.5645	2.0572	12.4066	9.0080	10.2698	9.8120	5.6516	12.3667	7.4184	6.0814	8.9778	4.9709	6.6920	5.2669	4.4668	5.1122	17.2173	15.5778	5.2784	5.5556	10.6543	6.2115	6.6267	3.4032	6.2417	8.1509	5.0160	9.6415	3.8266	9.2863	6.7759	2.0268	4.0808	1.5253	2.0997	1.3248	0.0000	4.2857	0.7975	2.8116	5.1544	9.0807	5.0881	11.4717	8.1078	15.3014	5.0674	7.2585	9.8498	5.3000	5.3681	2.8461	10.1489	0.0000	17.5628	15.1106	7.8555	7.7849	0.0000	22.3268
0.0000	35.5692	74.5486	73.2271	228.5099	0.0000	75.5314	16.1742	7.3605	11.6205	20.5818	13.4518	29.4250	13.6003	6.2986	22.7117	36.5269	15.6294	8.2135	5.7066	12.3220	7.2139	7.4165	4.8713	4.7529	6.8514	14.2258	5.9275	3.0059	6.8048	7.3258	14.2739	13.6165	11.8047	5.2445	10.5533	10.1542	7.1222	4.8685	3.9933	7.5797	5.5594	7.4983	3.9748	2.7300	9.7337	4.4291	8.0440	7.9224	6.9956	4.4112	5.0417	5.4460	9.6118	7.6038	5.3503	7.1871	11.2176	11.3027	13.4125	2.1632	2.9046	5.7036	3.7384	5.6685	4.6009	2.2900	0.8524	0.0000	3.9273	8.7204	2.1715	10.0013	6.4932	7.5182	3.2429	8.8266	7.3427	7.2615	6.5398	7.0782	14.8669	2.9356	9.3625	1.4644	6.6962	2.7616	0.0000	10.2293
52.7501	32.9314	39.7206	35.3734	24.0974	75.5314	0.0000	79.4425	39.1489	33.7624	40.8458	41.3701	33.4519	23.4792	13.3194	18.3156	17.1349	20.9643	20.2569	15.5719	19.5116	9.7723	12.7811	13.0808	8.3585	7.0567	17.5168	12.5586	8.3661	11.5784	10.8160	8.7861	6.3803	6.2026	7.1098	8.7642	6.2311	2.9074	7.4641	6.8588	6.0374	5.8600	6.3405	8.7885	3.7733	3.3225	4.0743	2.4643	2.4522	2.6773	3.3829	3.0833	3.8941	2.2588	2.0004	6.5731	1.8849	4.3723	3.4671	4.4188	3.9719	7.1220	8.0180	5.5147	7.0050	3.3172	3.2879	7.3441	5.0901	7.6865	8.3279	7.3288	2.0453	3.9976	2.3100	3.9856	4.7371	4.4964	4.4488	8.9957	4.9639	7.4770	6.3556	4.9321	5.4058	3.1076	3.4347	1.3941	0.0000
93.4033	44.6409	16.5964	7.9713	6.8819	16.1742	79.4425	0.0000	126.4979	85.5356	45.9150	43.5608	13.5815	13.4083	15.9918	9.1986	7.2030	10.5553	27.9558	20.4956	10.5742	7.4846	11.3570	15.1955	10.0499	15.4503	10.9652	15.3285	18.1569	15.8900	12.7859	4.4523	3.4777	4.5784	5.1602	3.6761	0.5521	2.5746	3.0857	0.8680	2.0567	3.0303	3.5767	4.7599	4.4591	1.1780	2.4060	2.6189	2.1774	0.9483	2.3970	1.0917	2.9565	1.1994	2.3630	0.0000	1.6683	0.0000	0.7677	2.7944	2.7355	7.0978	5.3314	5.2958	10.4931	5.4688	4.1648	6.9781	6.5668	5.1038	2.1085	4.7223	1.8116	1.7724	0.6821	4.1206	1.7976	2.8433	4.8146	6.6352	9.3437	2.9445	14.5031	0.7285	0.0000	2.7574	0.0000	0.0000	1.8668
35.2238	28.7588	10.6637	3.7484	6.1929	7.3605	39.1489	126.4979	0.0000	132.9638	55.1883	38.9415	10.6913	16.3230	15.7695	10.9918	10.5024	14.2413	24.7406	23.4618	8.7491	10.3753	12.4896	10.4607	20.9373	14.8369	4.6206	17.4542	15.9367	20.8950	12.1294	3.9324	5.6889	3.6889	5.7950	3.2879	0.5555	3.8861	1.3322	2.1880	2.4867	3.9375	3.6089	5.2386	3.3799	2.9655	0.6036	0.8785	1.6569	2.8608	2.4028	2.1863	0.0000	2.4102	1.1860	1.4619	1.1135	0.5549	1.5361	3.3590	6.6897	7.9534	3.1418	6.9969	6.7100	8.5400	8.0045	6.1166	4.1573	2.5655	2.1211	3.5591	3.0287	1.1915	1.3670	0.5917	2.3983	2.2779	5.2745	6.2132	3.3093	3.6904	4.8579	3.6542	0.0000	0.9230	0.0000	0.0000	1.8841
57.0644	25.9697	9.7105	7.8057	4.1763	11.6205	33.7624	85.5356	132.9638	0.0000	82.0590	61.4287	13.6137	13.6092	15.9076	17.6368	4.9023	14.2211	17.1824	29.6317	12.9999	4.3699	15.1911	17.1489	17.3449	13.4074	10.6761	15.4888	22.4484	16.1687	16.2318	1.3653	0.0000	2.8031	4.2243	4.4983	2.0247	2.1003	1.6197	5.3216	2.5200	1.5964	3.7604	4.2464	2.2845	0.7204	2.1990	1.6023	2.6853	0.5795	1.4592	0.6641	1.8073	5.8620	0.7201	1.7747	2.0290	1.3481	2.7956	2.7195	6.6992	5.8044	6.5476	8.5086	4.3214	8.3085	6.6602	6.2926	7.0800	4.6787	3.2214	3.6018	0.7358	0.0000	4.9805	4.3119	2.9133	2.0755	3.2062	5.3937	8.7091	2.6881	9.8209	1.7740	1.9432	0.0000	1.8468	0.0000	0.0000
